Key,P,类型,问题,修改建议,位置
reports-055,P0,段落缺批注,"段落缺少批注: ""【条件】：已部署私有化大模型环境，用户已安装office word与wps办公软件；需提前准备好文档主题、框架参考文档（""",为该段落添加批注说明,【条件】：已部署私有化大模型环境，用户已安装office w
reports-056,P0,段落缺批注,"段落缺少批注: ""【输入】：用户提供的文档主题、框架参考文档、内容参考文档（指定知识库/上传文档，上传文档支持常见格式，如：doc、doc""",为该段落添加批注说明,【输入】：用户提供的文档主题、框架参考文档、内容参考文档（指
reports-057,P0,段落缺批注,"段落缺少批注: ""【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境配置，自动生成符合模板框架、格式规范的docx文档内容；支持""",为该段落添加批注说明,【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境
reports-058,P0,段落缺批注,"段落缺少批注: ""【输出】：符合模板格式规范、内容贴合参考资料及用户需求的docx文档，内容片段附带溯源批注；文档生成位置可按需选择（现有""",为该段落添加批注说明,【输出】：符合模板格式规范、内容贴合参考资料及用户需求的do
reports-059,P0,段落缺批注,"段落缺少批注: ""【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复正常办公界面后，用户可选择继续生成、暂停生成或终止生成；生成""",为该段落添加批注说明,【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复
reports-060,P0,段落缺批注,"段落缺少批注: ""一、性能约束（必须符合）""",为该段落添加批注说明,一、性能约束（必须符合）
reports-061,P0,段落缺批注,"段落缺少批注: ""- 文档生成响应时延≤3s，单文档生成总时长≤300s（单文档篇幅≤50页）。""",为该段落添加批注说明,- 文档生成响应时延≤3s，单文档生成总时长≤300s（单文
reports-062,P0,段落缺批注,"段落缺少批注: ""- 参考文档解析成功率≥99%，支持格式（doc、docx、txt、pdf、xlsx、ppt、图片等）兼容率100%。""",为该段落添加批注说明,- 参考文档解析成功率≥99%，支持格式（doc、docx、
reports-063,P0,段落缺批注,"段落缺少批注: ""- 光标处插入生成时延≤2s，预览刷新时延≤1s，无卡顿。""",为该段落添加批注说明,- 光标处插入生成时延≤2s，预览刷新时延≤1s，无卡顿。
reports-064,P0,段落缺批注,"段落缺少批注: ""- 溯源批注生成准确率100%，插入位置准确率95%。""",为该段落添加批注说明,- 溯源批注生成准确率100%，插入位置准确率95%。
reports-065,P0,段落缺批注,"段落缺少批注: ""二、可靠性约束（必须符合）""",为该段落添加批注说明,二、可靠性约束（必须符合）
reports-066,P0,段落缺批注,"段落缺少批注: ""- 生成文档框架与给定模板一致性100%，无格式错乱、缺失。""",为该段落添加批注说明,- 生成文档框架与给定模板一致性100%，无格式错乱、缺失。
reports-067,P0,段落缺批注,"段落缺少批注: ""- 生成内容贴合参考资料及主题，生成结果相关性≥95%。""",为该段落添加批注说明,- 生成内容贴合参考资料及主题，生成结果相关性≥95%。
reports-068,P0,段落缺批注,"段落缺少批注: ""- 文档下载、插入WPS/WORD成功率100%，无文件损坏。""",为该段落添加批注说明,- 文档下载、插入WPS/WORD成功率100%，无文件损坏
reports-069,P0,段落缺批注,"段落缺少批注: ""- 私有化环境下连续生成50份文档无崩溃、无异常退出。""",为该段落添加批注说明,- 私有化环境下连续生成50份文档无崩溃、无异常退出。
reports-070,P0,段落缺批注,"段落缺少批注: ""- 软件切换、卡顿恢复后，生成进度可续接，无内容丢失。""",为该段落添加批注说明,- 软件切换、卡顿恢复后，生成进度可续接，无内容丢失。
reports-071,P0,段落缺批注,"段落缺少批注: ""- 暂停/终止生成后，不残留异常文件，不占用超额系统资源。""",为该段落添加批注说明,- 暂停/终止生成后，不残留异常文件，不占用超额系统资源。
reports-072,P0,段落缺批注,"段落缺少批注: ""三、可服务性约束（必须符合）""",为该段落添加批注说明,三、可服务性约束（必须符合）
reports-073,P0,段落缺批注,"段落缺少批注: ""- 生成异常（解析失败、卡顿等）即时提示原因，故障定位≤3s。""",为该段落添加批注说明,- 生成异常（解析失败、卡顿等）即时提示原因，故障定位≤3s
reports-074,P0,段落缺批注,"段落缺少批注: ""- 模型参数调整即时生效，无延迟，配置可保存复用。""",为该段落添加批注说明,- 模型参数调整即时生效，无延迟，配置可保存复用。
reports-075,P0,段落缺批注,"段落缺少批注: ""- 支持生成历史查看、下载、删除。""",为该段落添加批注说明,- 支持生成历史查看、下载、删除。
reports-076,P0,段落缺批注,"段落缺少批注: ""- 必须兼容国内主流开源大模型（如QWEN3-32b、Deepseek32b），模型适配成功率100%。""",为该段落添加批注说明,- 必须兼容国内主流开源大模型（如QWEN3-32b、Dee
reports-077,P0,段落缺批注,"段落缺少批注: ""【应用场景】项目组成员在撰写项目报告、方案、技术文档等项目文档时，需从企业知识库中复用已有合规内容片段（章节、图片、表格""",为该段落添加批注说明,【应用场景】项目组成员在撰写项目报告、方案、技术文档等项目文
reports-078,P0,段落缺批注,"段落缺少批注: ""【利益相关者/执行人员】项目组成员、知识库管理员、文档库管理员。""",为该段落添加批注说明,【利益相关者/执行人员】项目组成员、知识库管理员、文档库管理
reports-079,P0,段落缺批注,"段落缺少批注: ""【条件】""",为该段落添加批注说明,【条件】
reports-080,P0,段落缺批注,"段落缺少批注: ""【输入】""",为该段落添加批注说明,【输入】
reports-081,P0,段落缺批注,"段落缺少批注: ""【做什么，程度/效果/反馈】""",为该段落添加批注说明,【做什么，程度/效果/反馈】
reports-082,P0,段落缺批注,"段落缺少批注: ""【输出】""",为该段落添加批注说明,【输出】
reports-083,P0,段落缺批注,"段落缺少批注: ""【外界反应】""",为该段落添加批注说明,【外界反应】
reports-084,P0,段落缺批注,"段落缺少批注: ""一、性能约束""",为该段落添加批注说明,一、性能约束
reports-085,P0,段落缺批注,"段落缺少批注: ""二、可靠性约束""",为该段落添加批注说明,二、可靠性约束
reports-086,P0,段落缺批注,"段落缺少批注: ""三、可服务性约束""",为该段落添加批注说明,三、可服务性约束
reports-087,P0,段落缺批注,"段落缺少批注: ""乙方开发的所有模块，需支持数据库高可用部署，采用主从架构，确保主库故障时，从库可快速切换，不影响模块正常运行；模块服务需""",为该段落添加批注说明,乙方开发的所有模块，需支持数据库高可用部署，采用主从架构，确
reports-088,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需确保数据不丢失，数据库需配置定时备份机制，支持定时备份，备份数据可正常恢复，备份过程不影响模块正常运行；模""",为该段落添加批注说明,乙方开发模块需确保数据不丢失，数据库需配置定时备份机制，支持
reports-089,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需具备良好的可扩展性，模块架构设计需遵循模块化、解耦原则，各功能模块独立封装，接口标准化，支持后续新增功能、""",为该段落添加批注说明,乙方开发模块需具备良好的可扩展性，模块架构设计需遵循模块化、
reports-090,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需完善日志体系，包含操作日志、系统日志、错误日志三大类，日志需规范、详细，可追溯；操作日志需记录所有对模块的""",为该段落添加批注说明,乙方开发模块需完善日志体系，包含操作日志、系统日志、错误日志
reports-091,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需支持非容器部署，可在以下Linux操作系统上正常安装、运行，无需修改代码或进行额外配置：Ubuntu（20""",为该段落添加批注说明,乙方开发模块需支持非容器部署，可在以下Linux操作系统上正
reports-092,P4,通顺性,[通顺性] “快速导入知识库，通过系统自动解析与结构化处理，实现知识的零整理归档与安全管控”这句话在语法逻辑上可以优化，当前结构略显松散，特别是“通过...实现,建议修改为：企业及个人用户可将本地或系统内分散的文档（包括但不限于Office文件、PDF、图片、音视频等）快速导入知识库。系统将对其进行自动解析与结构化处理，,企业及个人用户需将本地或系统内分散的文档（包括但不限于Off
reports-093,P2,标点,[标点] 中文文档中，长破折号“——”通常用于引出解释说明或作为内容的划分，但此处用于列举项前与整体文档的列表统一风格不符。作为功能点描述，使用项目符号（如“·,建议使用统一项目符号，如改为：“· 目标知识库存放路径：可设置为品类/子品类/项目/文档等结构。”,——目标知识库存放路径（如品类/子品类/项目/文档）。
reports-094,P2,标点,[标点] 与第3条相同，使用了长破折号“——”而非统一的项目符号格式。,建议使用统一项目符号，如改为：“· 解析功能开关：可配置是否启用摘要生成、关键词标签提取、思维导图生成等。”,——解析功能开关（是否启用摘要、关键词标签、思维导图生成）。
reports-095,P4,通顺性,[通顺性] “反之，若解析质量不足或误报率高，需优化解析算法及敏感词库。”这个句子是完整的，但与前半句“当...时，...”是并列条件关系。“反之”表示转折，但,建议调整句子结构，使其在逻辑上更连贯。例如：系统的解析准确率与敏感信息识别率需达到较高标准，以建立用户对自动化工具的信任。若解析质量不佳或误报率高，则需要对解析,当解析准确率与敏感识别率达标时，用户对自动化工具的信任度增强
reports-096,P2,语病,[语病] “网络连接正常（全网检索需联网，私有检索可离线）”中，括号内的解释“私有检索可离线”存在表述不严谨。原意可能是“企业内部知识检索”或“特定范围检索”可,建议将“私有检索”修改为更明确的“内部知识库检索”或“指定范围内检索”。整体可优化为：网络连接正常（进行全网检索时需要联网；进行系统内或指定知识库检索时通常可离,【条件】用户已登录系统，拥有对应知识检索/问答权限，知识库已
reports-097,P4,通顺性,[通顺性] “无答非所问、内容错误情况”是常见的并列结构省略了动词，但“无”直接修饰“答非所问”稍显别扭。同时“权限筛选无遗漏（未授权内容不展示）”中的括号解释,建议调整为：检索/问答过程中系统不崩溃，权限筛选准确无误（确保未授权内容不展示），溯源链接准确可跳转，多轮追问能连续响应，无答非所问或内容错误的情况。,- 可靠性：检索/问答过程中系统不崩溃，权限筛选无遗漏（未授
reports-098,P4,通顺性,[通顺性] “权限管控无遗漏、无错误（未授权用户无法访问）”与第一段表达高度重复，且在段内，“无误判、漏判”的顿号使用符合规范，但与整段其他描述并列方式不完全一,考虑到与第1段内容高度相似，可考虑合并或差异化表述以消除重复感。为优化本段通顺性，可微调为：权限管控准确无误，确保未授权用户无法访问；敏感信息识别精准，无漏判或,- 可靠性：权限管控无遗漏、无错误（未授权用户无法访问），敏
reports-099,P4,通顺性,[通顺性] “不导入个人终端设备上的文档即可自动索引和检索个人知识”这句话在逻辑上易产生歧义。字面意思是“不需要导入文档就能索引/检索个人知识”，但结合前半句“,建议修改使其逻辑更清晰，例如：经用户授权后，系统可在不将文档导入个人终端设备的前提下，自动完成对其个人知识的索引和检索。,- 经用户授权后，不导入个人终端设备上的文档即可自动索引和检
reports-100,P2,标点,[标点] 句子过长，使用了一连串的括号和顿号、以及破折号进行补充说明，信息层次不够清晰，不符合中文写作中避免过度使用括号和长句的原则，影响阅读体验。,建议拆分句子，或使用分点列表的方式，使输入项清晰明了。例如：【输入】：包括以下要素：1. 文档主题；2. 框架参考文档（模板）；3. 内容参考文档（可指定知识库,【输入】：用户提供的文档主题、框架参考文档、内容参考文档（指
reports-101,P4,通顺性,[通顺性] 段落极长，为典型的产品功能描述流水句，由多个分号连接的并列句构成，虽无语法硬伤，但阅读负担重，语言节奏拖沓。,建议从结构上进行调整，例如拆分为几个要点或用项目符号列出核心功能和效果，以增强可读性。,【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境
reports-102,P3,口语化,[口语化] “可按需选择”属于在技术文档中偏口语化的表达（类似“可以根据需要选择”的缩略）。,可修改为更书面化的表达，例如：文档生成位置可依据用户需求指定（在现有文档光标处或在新建空白文档中），生成结果需经用户最终确认接受或放弃。,【输出】：符合模板格式规范、内容贴合参考资料及用户需求的do
reports-103,P4,通顺性,[通顺性] “生成过程中若出现软件切换、页面卡顿等情况，恢复正常办公界面后，用户可选择继续生成、暂停生成或终止生成”这句话表述有些绕口，“恢复正常办公界面后”是,建议调整为：若在生成过程中因软件切换、页面卡顿等原因中断，当恢复办公界面后，用户可选择继续、暂停或终止生成任务。,【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复
reports-104,P2,标点,[标点] 中文段落中出现英文半角标点符号，如'≤1秒'中的“≤”应为中文全角符号“≤”。,应将所有标点符号（包括数字和单位之间的空格）统一为中文全角格式，例如改为“检索响应时间≤1秒，问答响应时间≤3秒”。,【做什么，程度/效果/反馈】用户可通过关键词、指定知识库、划
reports-105,P4,通顺性,[通顺性] “权限隔离可保障企业知识安全”这句话稍显生硬，且在结构上与前文连接可以更流畅。,可修改为“权限隔离有效保障企业知识安全”，或调整整个句子的结构使其更通顺，例如：“用户可快速定位所需知识，无需手动翻阅大量文档；问答结果精准、可追溯；权限隔离机,【外界反应】用户可快速定位所需知识，无需手动翻阅大量文档，问
reports-106,P2,标点,[标点] 使用英文连字符“-”作为列表项符号，不符合中文规范。数字和单位之间缺少空格，如“1G”、“30秒/100页”。,列表项建议使用中文项目符号，如“•”或“（1）”。数字和单位之间建议增加空格，改为“支持单个文件最大 1 G，单次批量导入文件数量 ≤ 1000 个，单个长文档,- 性能：支持单个文件最大1G，单次批量导入文件数量≤100
reports-107,P2,标点,[标点] 数字与单位之间缺少空格，如“99%”。使用了英文的逗号和句号。,"数字与单位之间应增加空格，并确保使用全角标点，例如：""解析结果与原文一致性 ≥ 99%，异常报错时自动保留已导入/解析内容。""",- 可靠性：导入过程中网络中断，重新连接后可继续导入，不重复
reports-108,P2,标点,[标点] 使用了英文括号“()”，不符合中文规范。,应将括号改为中文全角格式，例如：“提供常见问题解决方案（如格式转换工具推荐）”。,- 可服务性：支持导入/解析失败排查指引，提供常见问题解决方
reports-109,P2,语病,[语病] “文件数据迁移无遗漏”表述不完整或口语化，且“覆盖率100%”与前文逻辑关系不紧密。,建议将两句整合或补充完整，例如：“确保文件数据迁移无遗漏，覆盖率达到100%。”或“文件数据迁移要求无遗漏，覆盖率需达到100%。”,- 文件数据迁移无遗漏，覆盖率100%。
reports-110,P2,标点,[标点] 数字与单位、符号之间缺少空格，如“1秒”、“3秒”、“≥1000人”。使用了英文逗号。,应将数字与单位、符号之间增加空格，并使用全角标点，例如：“单用户单次检索响应时间 ≤ 1 秒，问答响应时间 ≤ 3 秒，支持多用户同时检索/问答（≥ 1000 ,- 性能：单用户单次检索响应时间≤1秒，问答响应时间≤3秒，
reports-111,P4,通顺性,"[通顺性] ""生成进度可续接""的表述略显生硬，在现代技术文档中虽能理解，但不够流畅。","建议修改为：""软件切换或卡顿恢复后，生成进度可自动恢复，无内容丢失。""",- 软件切换、卡顿恢复后，生成进度可续接，无内容丢失。
reports-112,P3,口语化,"[口语化] ""必须""一词带有强烈的命令或口语化色彩，在技术规格文档中略显生硬。","建议修改为中性表述，如：""应兼容国内主流开源大模型""或""需兼容国内主流开源大模型""。",- 必须兼容国内主流开源大模型（如QWEN3-32b、Dee
reports-113,P3,重复,"[重复] 句子前半部分连续出现了两个""项目文档""（""撰写项目报告、方案、技术文档等项目文档时""），存在语义重复。","建议优化结构，合并重复项。修改为：""项目组成员在撰写项目报告、方案、技术文档时，需从企业知识库中复用已有合规内容片段（如图表、公式、章节），以提升写作效率。""",【应用场景】项目组成员在撰写项目报告、方案、技术文档等项目文
reports-114,P4,通顺性,"[通顺性] 该段落为长句，通过分号连接了四个分句，但句首主语""乙方开发的所有模块""统领后面的所有分句，导致在讲述""缓存""和""定时任务""时，与主语""模块""的逻辑关","可考虑调整结构使其更清晰，例如：""乙方开发的所有模块需满足以下高可用要求：1. 数据库采用主从架构...；2. 服务实现无状态设计...；3. 缓存功能采用分布",乙方开发的所有模块，需支持数据库高可用部署，采用主从架构，确
reports-115,P2,标点,"[标点] 首句""乙方开发模块需确保数据不丢失，数据库需配置定时备份机制，支持定时备份，备份数据可正常恢复，备份过程不影响模块正常运行；""中，逗号连接了多个并列的","可在长句内部进行更清晰的列表式划分，或优化标点使用。例如：""乙方开发的模块需确保数据不丢失：数据库应配置定时备份机制，支持数据正常恢复，且备份过程不影响模块正常",乙方开发模块需确保数据不丢失，数据库需配置定时备份机制，支持
