Key,P,类型,问题,修改建议,位置
reports-055,P0,段落缺批注,"段落缺少批注: ""【条件】：已部署私有化大模型环境，用户已安装office word与wps办公软件；需提前准备好文档主题、框架参考文档（""",为该段落添加批注说明,【条件】：已部署私有化大模型环境，用户已安装office w
reports-056,P0,段落缺批注,"段落缺少批注: ""【输入】：用户提供的文档主题、框架参考文档、内容参考文档（指定知识库/上传文档，上传文档支持常见格式，如：doc、doc""",为该段落添加批注说明,【输入】：用户提供的文档主题、框架参考文档、内容参考文档（指
reports-057,P0,段落缺批注,"段落缺少批注: ""【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境配置，自动生成符合模板框架、格式规范的docx文档内容；支持""",为该段落添加批注说明,【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境
reports-058,P0,段落缺批注,"段落缺少批注: ""【输出】：符合模板格式规范、内容贴合参考资料及用户需求的docx文档，内容片段附带溯源批注；文档生成位置可按需选择（现有""",为该段落添加批注说明,【输出】：符合模板格式规范、内容贴合参考资料及用户需求的do
reports-059,P0,段落缺批注,"段落缺少批注: ""【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复正常办公界面后，用户可选择继续生成、暂停生成或终止生成；生成""",为该段落添加批注说明,【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复
reports-060,P0,段落缺批注,"段落缺少批注: ""一、性能约束（必须符合）""",为该段落添加批注说明,一、性能约束（必须符合）
reports-061,P0,段落缺批注,"段落缺少批注: ""- 文档生成响应时延≤3s，单文档生成总时长≤300s（单文档篇幅≤50页）。""",为该段落添加批注说明,- 文档生成响应时延≤3s，单文档生成总时长≤300s（单文
reports-062,P0,段落缺批注,"段落缺少批注: ""- 参考文档解析成功率≥99%，支持格式（doc、docx、txt、pdf、xlsx、ppt、图片等）兼容率100%。""",为该段落添加批注说明,- 参考文档解析成功率≥99%，支持格式（doc、docx、
reports-063,P0,段落缺批注,"段落缺少批注: ""- 光标处插入生成时延≤2s，预览刷新时延≤1s，无卡顿。""",为该段落添加批注说明,- 光标处插入生成时延≤2s，预览刷新时延≤1s，无卡顿。
reports-064,P0,段落缺批注,"段落缺少批注: ""- 溯源批注生成准确率100%，插入位置准确率95%。""",为该段落添加批注说明,- 溯源批注生成准确率100%，插入位置准确率95%。
reports-065,P0,段落缺批注,"段落缺少批注: ""二、可靠性约束（必须符合）""",为该段落添加批注说明,二、可靠性约束（必须符合）
reports-066,P0,段落缺批注,"段落缺少批注: ""- 生成文档框架与给定模板一致性100%，无格式错乱、缺失。""",为该段落添加批注说明,- 生成文档框架与给定模板一致性100%，无格式错乱、缺失。
reports-067,P0,段落缺批注,"段落缺少批注: ""- 生成内容贴合参考资料及主题，生成结果相关性≥95%。""",为该段落添加批注说明,- 生成内容贴合参考资料及主题，生成结果相关性≥95%。
reports-068,P0,段落缺批注,"段落缺少批注: ""- 文档下载、插入WPS/WORD成功率100%，无文件损坏。""",为该段落添加批注说明,- 文档下载、插入WPS/WORD成功率100%，无文件损坏
reports-069,P0,段落缺批注,"段落缺少批注: ""- 私有化环境下连续生成50份文档无崩溃、无异常退出。""",为该段落添加批注说明,- 私有化环境下连续生成50份文档无崩溃、无异常退出。
reports-070,P0,段落缺批注,"段落缺少批注: ""- 软件切换、卡顿恢复后，生成进度可续接，无内容丢失。""",为该段落添加批注说明,- 软件切换、卡顿恢复后，生成进度可续接，无内容丢失。
reports-071,P0,段落缺批注,"段落缺少批注: ""- 暂停/终止生成后，不残留异常文件，不占用超额系统资源。""",为该段落添加批注说明,- 暂停/终止生成后，不残留异常文件，不占用超额系统资源。
reports-072,P0,段落缺批注,"段落缺少批注: ""三、可服务性约束（必须符合）""",为该段落添加批注说明,三、可服务性约束（必须符合）
reports-073,P0,段落缺批注,"段落缺少批注: ""- 生成异常（解析失败、卡顿等）即时提示原因，故障定位≤3s。""",为该段落添加批注说明,- 生成异常（解析失败、卡顿等）即时提示原因，故障定位≤3s
reports-074,P0,段落缺批注,"段落缺少批注: ""- 模型参数调整即时生效，无延迟，配置可保存复用。""",为该段落添加批注说明,- 模型参数调整即时生效，无延迟，配置可保存复用。
reports-075,P0,段落缺批注,"段落缺少批注: ""- 支持生成历史查看、下载、删除。""",为该段落添加批注说明,- 支持生成历史查看、下载、删除。
reports-076,P0,段落缺批注,"段落缺少批注: ""- 必须兼容国内主流开源大模型（如QWEN3-32b、Deepseek32b），模型适配成功率100%。""",为该段落添加批注说明,- 必须兼容国内主流开源大模型（如QWEN3-32b、Dee
reports-077,P0,段落缺批注,"段落缺少批注: ""【应用场景】项目组成员在撰写项目报告、方案、技术文档等项目文档时，需从企业知识库中复用已有合规内容片段（章节、图片、表格""",为该段落添加批注说明,【应用场景】项目组成员在撰写项目报告、方案、技术文档等项目文
reports-078,P0,段落缺批注,"段落缺少批注: ""【利益相关者/执行人员】项目组成员、知识库管理员、文档库管理员。""",为该段落添加批注说明,【利益相关者/执行人员】项目组成员、知识库管理员、文档库管理
reports-079,P0,段落缺批注,"段落缺少批注: ""【条件】""",为该段落添加批注说明,【条件】
reports-080,P0,段落缺批注,"段落缺少批注: ""【输入】""",为该段落添加批注说明,【输入】
reports-081,P0,段落缺批注,"段落缺少批注: ""【做什么，程度/效果/反馈】""",为该段落添加批注说明,【做什么，程度/效果/反馈】
reports-082,P0,段落缺批注,"段落缺少批注: ""【输出】""",为该段落添加批注说明,【输出】
reports-083,P0,段落缺批注,"段落缺少批注: ""【外界反应】""",为该段落添加批注说明,【外界反应】
reports-084,P0,段落缺批注,"段落缺少批注: ""一、性能约束""",为该段落添加批注说明,一、性能约束
reports-085,P0,段落缺批注,"段落缺少批注: ""二、可靠性约束""",为该段落添加批注说明,二、可靠性约束
reports-086,P0,段落缺批注,"段落缺少批注: ""三、可服务性约束""",为该段落添加批注说明,三、可服务性约束
reports-087,P0,段落缺批注,"段落缺少批注: ""乙方开发的所有模块，需支持数据库高可用部署，采用主从架构，确保主库故障时，从库可快速切换，不影响模块正常运行；模块服务需""",为该段落添加批注说明,乙方开发的所有模块，需支持数据库高可用部署，采用主从架构，确
reports-088,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需确保数据不丢失，数据库需配置定时备份机制，支持定时备份，备份数据可正常恢复，备份过程不影响模块正常运行；模""",为该段落添加批注说明,乙方开发模块需确保数据不丢失，数据库需配置定时备份机制，支持
reports-089,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需具备良好的可扩展性，模块架构设计需遵循模块化、解耦原则，各功能模块独立封装，接口标准化，支持后续新增功能、""",为该段落添加批注说明,乙方开发模块需具备良好的可扩展性，模块架构设计需遵循模块化、
reports-090,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需完善日志体系，包含操作日志、系统日志、错误日志三大类，日志需规范、详细，可追溯；操作日志需记录所有对模块的""",为该段落添加批注说明,乙方开发模块需完善日志体系，包含操作日志、系统日志、错误日志
reports-091,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需支持非容器部署，可在以下Linux操作系统上正常安装、运行，无需修改代码或进行额外配置：Ubuntu（20""",为该段落添加批注说明,乙方开发模块需支持非容器部署，可在以下Linux操作系统上正
reports-092,P2,标点,[标点] 段落开头使用了中文不常见的'——'符号，通常用于连接或注释，而非作为段落的起始符号。,建议将段落前的‘——’直接删除，使句子以‘目标知识库存放路径…’开头。或者，考虑使用冒号或圆括号/方括号包裹的方式进行标注，例如：‘(如品类/子品类/项目/文档,——目标知识库存放路径（如品类/子品类/项目/文档）。
reports-093,P2,标点,[标点] 段落开头使用了中文不常见的'——'符号，通常用于连接或注释，而非作为段落的起始符号。,建议将段落前的‘——’直接删除，使句子以‘解析功能开关…’开头。或者，考虑使用冒号或圆括号/方括号包裹的方式进行标注，例如：‘(如是否启用摘要…)’。,——解析功能开关（是否启用摘要、关键词标签、思维导图生成）。
reports-094,P4,通顺性,[通顺性] 句子较长，因果关系表达“反之”之后的内容略显紧凑，且“需优化解析算法及敏感词库”的主语不够清晰。,建议将句子拆分或调整语序以增强清晰度。例如：‘当解析准确率与敏感识别率达标时，用户对自动化工具的信任度会增强。反之，若解析质量不足或误报率高，则表明需要优化解析,当解析准确率与敏感识别率达标时，用户对自动化工具的信任度增强
reports-095,P4,通顺性,[通顺性] 对“指定知识库”范围的定义使用多个“或”和括号，结构较为复杂，可读性稍差。,建议调整句式，使其更清晰。例如：‘指定知识库（可以是当前停留界面、所选文件夹、或打开的文档内部，也支持跨文件夹或文件检索）。’。或者将复杂部分拆分为几个短句。,【输入】检索关键词、指定知识库（所停留界面、或所选择文档夹、
reports-096,P4,通顺性,[通顺性] 第一段句子冗长，结构复杂，多个并列条件放在一起导致阅读不畅。开头的【做什么...反馈】与主体连接生硬。,建议将长句拆分，调整语序。可修改为：【功能与效果】用户可通过关键词、知识库、划词等方式发起检索或问答。系统将根据用户权限筛选结果，并确保响应时间达标（检索≤1秒,【做什么，程度/效果/反馈】用户可通过关键词、指定知识库、划
reports-097,P2,标点,[标点] 分号（;）使用不符合中文常规。在同一长句中，多个并列需求间使用了分号，但中文中更常用逗号或句号来分隔。,将连接句子内部并列成分的分号（;）改为逗号（，）。例如：“需要提供会话历史记录，保存会话内容、引用，并支持继续之前的会话。需要根据附件类型和问答意图……”,【做什么，程度/效果/反馈】用户可通过关键词、指定知识库、划
reports-098,P3,口语化,[口语化] “可快速定位所需知识”中的“可”在正式文档中略显口语化，且“可”字在本段落及后续段落中反复出现。,为体现正式和客观，建议将“用户可快速定位…”改为“用户能够快速定位…”。,【外界反应】用户可快速定位所需知识，无需手动翻阅大量文档，问
reports-099,P2,语病,[语病] “企业管理员拥有权限管控权限”存在语义重复，“权限管控权限”表达不清晰。,修改为：“企业管理员拥有权限管理的最高权限”或“企业管理员负责系统的权限管控。”,【条件】用户已登录系统，企业管理员拥有权限管控权限，个人用户
reports-100,P2,标点,[标点] 括号内的说明文字使用了顿号（、）连接并列项，但在中文语境下，括号内列举多项时，使用顿号是正确的。但为了更清晰，可将长句进行拆分。此处虽符合规范，但结合,建议将输入项改为列表格式（如在markdown中使用`-`），或至少在每一项后用分号（；）分隔以增加清晰度。例如：“输入包括：权限配置指令（选择用户/部门、设置,【输入】权限配置指令（选择用户/部门、设置权限等级）、敏感信
reports-101,P4,通顺性,[通顺性] “企业管理员可进行精细化权限配置，敏感信息自动识别并隔离，操作日志可实时查询、导出，权限修改/撤销即时生效；” 这句话将多个主谓结构并列，主语从“企,建议调整句子结构，使表达更连贯。可修改为：“企业管理员可进行精细化的权限配置，权限修改或撤销可即时生效。系统能自动识别并隔离敏感信息。同时，操作日志支持实时查询,【做什么，程度/效果/反馈】企业管理员可进行精细化权限配置，
reports-102,P3,口语化,[口语化] “不影响系统正常操作”是比较口语化的表达。,建议改为更正式的表达，如“不影响系统其他功能的正常运行”或“系统其他操作不受影响”。,- 性能：支持单个文件最大1G，单次批量导入文件数量≤100
reports-103,P3,重复,[重复] “无遗漏”与“覆盖率100%”在含义上有重复。,保留其中一个即可，建议修改为：“文件数据迁移的覆盖率达100%。” 或 “确保文件数据迁移完整，无遗漏。”,- 文件数据迁移无遗漏，覆盖率100%。
reports-104,P3,语言质量,[语言质量] “支持多用户同时检索/问答（≥1000人在线，≥50人并发问答）” 括号内的说明与前半句的衔接可以更流畅，且“并发问答”的表述可以更精确。,建议调整为：“支持多用户并发操作，可承载≥1000人在线，并支持≥50个问答请求同时进行。”,- 性能：单用户单次检索响应时间≤1秒，问答响应时间≤3秒，
reports-105,P2,标点,[标点] 多处使用全角括号，但内部包含英文词汇，建议使用中文括号或全角斜线更符合规范。,建议将“检索/问答”中的“/”替换为全角字符“／”或统一表述。此外，整个条目为项目罗列，使用分号可能比逗号更清晰。例如：可靠性：检索/问答过程中系统不崩溃；权限,- 可靠性：检索/问答过程中系统不崩溃，权限筛选无遗漏（未授
reports-106,P2,标点,[标点] 多处使用全角括号，但内部包含英文词汇。,建议将“（如结果不精准可提交反馈）”中的括号统一为中文全角括号，并考虑将“如”改为“例如”以更正式。例如：支持检索/问答结果反馈（例如，当结果不精准时可提交反馈,- 可服务性：支持检索/问答结果反馈（如结果不精准可提交反馈
reports-107,P3,重复,[重复] 与第1段部分表述有重叠，均涉及“可靠性”和“权限管控无遗漏”，但本段更具体。措辞上“无遗漏、无错误”略显啰嗦。,可以合并或精炼描述。例如：可靠性：权限管控准确无误（确保未授权用户无法访问）；敏感信息识别精准，无误判与漏判；操作日志完整可追溯，保存期≥1年；权限配置数据实时,- 可靠性：权限管控无遗漏、无错误（未授权用户无法访问），敏
reports-108,P4,通顺性,[通顺性] “经用户授权后，不导入个人终端设备上的文档即可自动索引和检索个人知识。”句子较长，逻辑关系可以表达得更清晰。,可优化为：在获得用户授权后，系统无需导入个人终端设备上的文档，即可实现对个人知识的自动索引与检索。,- 经用户授权后，不导入个人终端设备上的文档即可自动索引和检
reports-109,P2,标点,[标点] 使用了全角破折号“——”，前后文连接关系不明确，可改用更清晰的标点或结构。前后“必填”与“非必填”的列举方式不够简洁。,建议调整结构，使用分号或冒号进行分隔。例如：【条件】：已部署私有化大模型环境，且用户已安装Office Word与WPS办公软件；需提前准备以下信息：文档主题、,【条件】：已部署私有化大模型环境，用户已安装office w
reports-110,P2,标点,[标点] 列举格式时，括号内使用英文逗号分隔，与全文标点风格不统一。,应将括号内的英文逗号改为中文全角逗号。例如：上传文档支持常见格式，如：doc、docx、txt、pdf、xlsx、ppt、图片（注意：此处“图片”并非标准格式后,【输入】：用户提供的文档主题、框架参考文档、内容参考文档（指
reports-111,P3,口语化,[口语化] “做什么，程度/效果/反馈”作为小标题，表述偏口语化。正文中“也可以”、“由用户最终判定”等表达稍显随意。,建议将小标题改为更正式的“【处理过程与反馈】”。正文部分可优化为：大模型依据输入信息及私有化环境配置，自动生成符合模板框架与格式规范的docx文档内容；支持在用,【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境
reports-112,P2,语病,[语病] “生成内容经用户确认接受后，可直接在office word与wps文档中插入也可以支持预览、下载为word” 句子结构混乱，动词“插入”和“支持”的宾,应拆分或重组句子。例如：生成内容经用户确认接受后，可直接插入到已打开的Office Word或WPS文档中，同时也支持预览或下载为独立的Word文档。溯源批注便,【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复
