Key,P,类型,问题,修改建议,位置
reports-055,P0,段落缺批注,"段落缺少批注: ""【条件】：已部署私有化大模型环境，用户已安装office word与wps办公软件；需提前准备好文档主题、框架参考文档（""",为该段落添加批注说明,【条件】：已部署私有化大模型环境，用户已安装office w
reports-056,P0,段落缺批注,"段落缺少批注: ""【输入】：用户提供的文档主题、框架参考文档、内容参考文档（指定知识库/上传文档，上传文档支持常见格式，如：doc、doc""",为该段落添加批注说明,【输入】：用户提供的文档主题、框架参考文档、内容参考文档（指
reports-057,P0,段落缺批注,"段落缺少批注: ""【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境配置，自动生成符合模板框架、格式规范的docx文档内容；支持""",为该段落添加批注说明,【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境
reports-058,P0,段落缺批注,"段落缺少批注: ""【输出】：符合模板格式规范、内容贴合参考资料及用户需求的docx文档，内容片段附带溯源批注；文档生成位置可按需选择（现有""",为该段落添加批注说明,【输出】：符合模板格式规范、内容贴合参考资料及用户需求的do
reports-059,P0,段落缺批注,"段落缺少批注: ""【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复正常办公界面后，用户可选择继续生成、暂停生成或终止生成；生成""",为该段落添加批注说明,【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复
reports-060,P0,段落缺批注,"段落缺少批注: ""一、性能约束（必须符合）""",为该段落添加批注说明,一、性能约束（必须符合）
reports-061,P0,段落缺批注,"段落缺少批注: ""- 文档生成响应时延≤3s，单文档生成总时长≤300s（单文档篇幅≤50页）。""",为该段落添加批注说明,- 文档生成响应时延≤3s，单文档生成总时长≤300s（单文
reports-062,P0,段落缺批注,"段落缺少批注: ""- 参考文档解析成功率≥99%，支持格式（doc、docx、txt、pdf、xlsx、ppt、图片等）兼容率100%。""",为该段落添加批注说明,- 参考文档解析成功率≥99%，支持格式（doc、docx、
reports-063,P0,段落缺批注,"段落缺少批注: ""- 光标处插入生成时延≤2s，预览刷新时延≤1s，无卡顿。""",为该段落添加批注说明,- 光标处插入生成时延≤2s，预览刷新时延≤1s，无卡顿。
reports-064,P0,段落缺批注,"段落缺少批注: ""- 溯源批注生成准确率100%，插入位置准确率95%。""",为该段落添加批注说明,- 溯源批注生成准确率100%，插入位置准确率95%。
reports-065,P0,段落缺批注,"段落缺少批注: ""二、可靠性约束（必须符合）""",为该段落添加批注说明,二、可靠性约束（必须符合）
reports-066,P0,段落缺批注,"段落缺少批注: ""- 生成文档框架与给定模板一致性100%，无格式错乱、缺失。""",为该段落添加批注说明,- 生成文档框架与给定模板一致性100%，无格式错乱、缺失。
reports-067,P0,段落缺批注,"段落缺少批注: ""- 生成内容贴合参考资料及主题，生成结果相关性≥95%。""",为该段落添加批注说明,- 生成内容贴合参考资料及主题，生成结果相关性≥95%。
reports-068,P0,段落缺批注,"段落缺少批注: ""- 文档下载、插入WPS/WORD成功率100%，无文件损坏。""",为该段落添加批注说明,- 文档下载、插入WPS/WORD成功率100%，无文件损坏
reports-069,P0,段落缺批注,"段落缺少批注: ""- 私有化环境下连续生成50份文档无崩溃、无异常退出。""",为该段落添加批注说明,- 私有化环境下连续生成50份文档无崩溃、无异常退出。
reports-070,P0,段落缺批注,"段落缺少批注: ""- 软件切换、卡顿恢复后，生成进度可续接，无内容丢失。""",为该段落添加批注说明,- 软件切换、卡顿恢复后，生成进度可续接，无内容丢失。
reports-071,P0,段落缺批注,"段落缺少批注: ""- 暂停/终止生成后，不残留异常文件，不占用超额系统资源。""",为该段落添加批注说明,- 暂停/终止生成后，不残留异常文件，不占用超额系统资源。
reports-072,P0,段落缺批注,"段落缺少批注: ""三、可服务性约束（必须符合）""",为该段落添加批注说明,三、可服务性约束（必须符合）
reports-073,P0,段落缺批注,"段落缺少批注: ""- 生成异常（解析失败、卡顿等）即时提示原因，故障定位≤3s。""",为该段落添加批注说明,- 生成异常（解析失败、卡顿等）即时提示原因，故障定位≤3s
reports-074,P0,段落缺批注,"段落缺少批注: ""- 模型参数调整即时生效，无延迟，配置可保存复用。""",为该段落添加批注说明,- 模型参数调整即时生效，无延迟，配置可保存复用。
reports-075,P0,段落缺批注,"段落缺少批注: ""- 支持生成历史查看、下载、删除。""",为该段落添加批注说明,- 支持生成历史查看、下载、删除。
reports-076,P0,段落缺批注,"段落缺少批注: ""- 必须兼容国内主流开源大模型（如QWEN3-32b、Deepseek32b），模型适配成功率100%。""",为该段落添加批注说明,- 必须兼容国内主流开源大模型（如QWEN3-32b、Dee
reports-077,P0,段落缺批注,"段落缺少批注: ""【应用场景】项目组成员在撰写项目报告、方案、技术文档等项目文档时，需从企业知识库中复用已有合规内容片段（章节、图片、表格""",为该段落添加批注说明,【应用场景】项目组成员在撰写项目报告、方案、技术文档等项目文
reports-078,P0,段落缺批注,"段落缺少批注: ""【利益相关者/执行人员】项目组成员、知识库管理员、文档库管理员。""",为该段落添加批注说明,【利益相关者/执行人员】项目组成员、知识库管理员、文档库管理
reports-079,P0,段落缺批注,"段落缺少批注: ""【条件】""",为该段落添加批注说明,【条件】
reports-080,P0,段落缺批注,"段落缺少批注: ""【输入】""",为该段落添加批注说明,【输入】
reports-081,P0,段落缺批注,"段落缺少批注: ""【做什么，程度/效果/反馈】""",为该段落添加批注说明,【做什么，程度/效果/反馈】
reports-082,P0,段落缺批注,"段落缺少批注: ""【输出】""",为该段落添加批注说明,【输出】
reports-083,P0,段落缺批注,"段落缺少批注: ""【外界反应】""",为该段落添加批注说明,【外界反应】
reports-084,P0,段落缺批注,"段落缺少批注: ""一、性能约束""",为该段落添加批注说明,一、性能约束
reports-085,P0,段落缺批注,"段落缺少批注: ""二、可靠性约束""",为该段落添加批注说明,二、可靠性约束
reports-086,P0,段落缺批注,"段落缺少批注: ""三、可服务性约束""",为该段落添加批注说明,三、可服务性约束
reports-087,P0,段落缺批注,"段落缺少批注: ""乙方开发的所有模块，需支持数据库高可用部署，采用主从架构，确保主库故障时，从库可快速切换，不影响模块正常运行；模块服务需""",为该段落添加批注说明,乙方开发的所有模块，需支持数据库高可用部署，采用主从架构，确
reports-088,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需确保数据不丢失，数据库需配置定时备份机制，支持定时备份，备份数据可正常恢复，备份过程不影响模块正常运行；模""",为该段落添加批注说明,乙方开发模块需确保数据不丢失，数据库需配置定时备份机制，支持
reports-089,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需具备良好的可扩展性，模块架构设计需遵循模块化、解耦原则，各功能模块独立封装，接口标准化，支持后续新增功能、""",为该段落添加批注说明,乙方开发模块需具备良好的可扩展性，模块架构设计需遵循模块化、
reports-090,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需完善日志体系，包含操作日志、系统日志、错误日志三大类，日志需规范、详细，可追溯；操作日志需记录所有对模块的""",为该段落添加批注说明,乙方开发模块需完善日志体系，包含操作日志、系统日志、错误日志
reports-091,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需支持非容器部署，可在以下Linux操作系统上正常安装、运行，无需修改代码或进行额外配置：Ubuntu（20""",为该段落添加批注说明,乙方开发模块需支持非容器部署，可在以下Linux操作系统上正
reports-092,P3,口语化,[口语化] “自动提示并恢复服务”中的“自动提示”表达略显口语化，不够书面和专业。,建议修改为“系统异常时自动发出提示并支持服务恢复”。,- 可服务性：支持检索/问答结果反馈（如结果不精准可提交反馈
reports-093,P2,语病,[语病] “不导入个人终端设备上的文档即可自动索引和检索个人知识”这一长句表述不够清晰，逻辑关系不明显，主语不统一。,建议修改为“在获得用户授权的前提下，系统无需导入个人设备上的文档，便可对其中的个人知识进行自动索引和检索。”,- 经用户授权后，不导入个人终端设备上的文档即可自动索引和检
reports-094,P3,重复,[重复] 句末的“文档创作场景”与前面的“适用于……文档创作场景”略有重复，语句不够精炼。,建议修改为【应用场景】：适用于私有化部署大模型的办公场景。用户需基于指定模板和参考知识，快速生成符合格式规范的docx文档，如日常办公文书、专业报告、业务文档等,【应用场景】：适用于私有化部署大模型的办公场景，用户需基于指
reports-095,P2,标点,[标点] 段落中使用了破折号“——”来连接说明文字，虽然清晰但非标准的技术文档写法。括号与前后文的连接处缺少必要分隔。,建议优化结构，如：【条件】：已部署私有化大模型环境，且用户已安装Office Word或WPS办公软件。用户需提前准备：必须填写的文档主题、框架参考文档（模板）,【条件】：已部署私有化大模型环境，用户已安装office w
reports-096,P4,通顺性,[通顺性] 该段落句子冗长，结构密集，有多处并列和补充说明，导致阅读和理解有一定困难，不够通顺。,"建议拆分和重组：
【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境配置，自动生成符合模板框架与格式规范的docx文档内容。生成方式支持两种：一是在用",【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境
reports-097,P4,通顺性,[通顺性] 该段落更像是一个括号内的补充说明或列表，而非完整段落。直接呈现“个人用户、企业用户……系统管理员”缺乏主谓结构，作为独立段落通顺性不佳。,"建议修改为完整句子，例如：“用户角色主要包括：个人用户、企业用户（如知识提供人、知识管理员）以及系统管理员（负责数据迁移与日志审计）。""，或者根据上下文调整其呈",个人用户、企业用户（如知识提供人、知识管理员）、系统管理员（
reports-098,P2,标点,[标点] 段落以破折号“——”开头，不符合常规段落书写规范。破折号通常用于句中解释说明，而非段首。此用法略显突兀，可能是项目符号的误用。,建议将破折号“——”改为更规范的条目标识符，如数字序号（“3.”）、项目符号（“•” 或 “-”）或与上下文统一的格式（如【XX】）。若作为列表项，建议与段落[,——目标知识库存放路径（如品类/子品类/项目/文档）。
reports-099,P2,标点,[标点] 段落以破折号“——”开头，不符合常规段落书写规范。与前一条（索引3）问题相同，作为连续的项目说明，格式需统一。,建议将破折号“——”改为更规范的条目标识符，格式与修改后的段落[3]保持一致。例如，若段落[3]改为“3.”，则此条改为“4.”；若改为项目符号，则统一用项目符,——解析功能开关（是否启用摘要、关键词标签、思维导图生成）。
reports-100,P4,通顺性,[通顺性] “当解析准确率与敏感识别率达标时”一句，“达标”指代不够明确（需要进一步说明达标的标准）。同时，后半句“需优化解析算法及敏感词库”缺少主语，导致句子,建议补充明确信息并补全句子。可修改为：“当解析准确率与敏感识别率达到预设标准时，用户对自动化工具的信任度会增强。反之，若解析质量不足或误报率过高，系统则需要优化,当解析准确率与敏感识别率达标时，用户对自动化工具的信任度增强
reports-101,P4,通顺性,[通顺性] “指定知识库（所停留界面、或所选择文档夹、或所打开文档下、跨文件夹或文件）”这部分括号内的解释逻辑层次较混乱，并列关系不清晰，“所停留界面”与“文件,"建议拆解或重述括号内的内容，使其逻辑更清晰。例如，可修改为：“指定知识库（可以是当前停留的界面、选定的文件夹、打开的文档所在路径，或是跨文件夹/文件的检索）。""",【输入】检索关键词、指定知识库（所停留界面、或所选择文档夹、
reports-102,P2,语病,[语病] 句子过长且逻辑层次稍显混乱。“需要提供会话历史记录，保存会话内容、引用，支持继续之前的会话”与前面的“支持多轮追问”有一定语义重叠。,建议拆分长句，并整合重复语义。例如修改为：【做什么，程度/效果/反馈】用户可通过关键词、指定知识库、划词等方式发起检索或问答。系统根据用户权限筛选结果，检索与问,【做什么，程度/效果/反馈】用户可通过关键词、指定知识库、划
reports-103,P3,口语化,[口语化] “可快速定位所需知识，无需手动翻阅大量文档”的表达稍显口语化。,建议调整为更书面化的表达。可修改为：【外界反应】用户可以高效定位所需知识，替代传统文档查阅方式；问答结果精准且可追溯；权限隔离保障企业知识安全；当无结果时，可通,【外界反应】用户可快速定位所需知识，无需手动翻阅大量文档，问
reports-104,P4,通顺性,[通顺性] 前半部分（企业管理员操作描述）与后半部分（反馈与性能指标）的句式结构不统一，存在“断点”。,建议统一为同一主语“系统”的逻辑描述，或将操作与反馈分开表述。例如修改为：【做什么，程度/效果/反馈】企业管理员可执行精细化权限配置，系统支持敏感信息自动识别与,【做什么，程度/效果/反馈】企业管理员可进行精细化权限配置，
reports-105,P2,标点,[标点] 输出项的罗列使用空格和顿号、括号混合，格式不够统一。,建议统一使用中文顿号或括号进行清晰罗列。可修改为：【输出】权限配置回执、敏感信息隔离列表、操作日志（含操作人、时间、具体内容）、权限变更（修改/撤销）通知、个人,【输出】权限配置回执、敏感信息隔离列表、操作日志（含操作人、
reports-106,P3,口语化,[口语化] “可放心管理个人知识，无需担心”是典型的口语化表达。“避免权限混乱”也偏向于口头总结。,建议使用更正式、客观的书面语。可修改为：【外界反应】企业管理员可以高效管控知识权限，有效防止核心知识泄露，完整的操作日志满足合规追溯要求；个人用户的个人知识管理,【外界反应】企业管理员可高效管控知识权限，防止核心知识泄露，
reports-107,P4,通顺性,[通顺性] “不影响系统正常操作”的表述较为模糊，且与前三个指标（性能指标）的句式不完全一致。,建议使句式更一致，并明确“不影响”的具体对象。可修改为：【性能】支持单个文件最大1G，单次批量导入文件数量≤1000个，单个长文档（≤100页）解析耗时≤30秒,- 性能：支持单个文件最大1G，单次批量导入文件数量≤100
reports-108,P2,语病,[语病] 前半句“支持导入/解析失败排查指引”存在动宾搭配不当的问题，通常说“提供指引”而非“支持指引”。,建议调整动宾搭配，使表达更准确。可修改为：【可服务性】提供导入/解析失败的排查指引和常见问题解决方案（如格式转换工具推荐），并支持批量导入日志导出，以方便用户核,- 可服务性：支持导入/解析失败排查指引，提供常见问题解决方
reports-109,P3,重复,[重复] “文件数据迁移无遗漏”与“覆盖率100%”在语义上重复，都是强调迁移的完整性。,建议合并为一项简洁的表述，以避免冗余。可修改为：【可靠性】文件数据迁移保证100%的完整性与覆盖率。,- 文件数据迁移无遗漏，覆盖率100%。
reports-110,P3,重复,[重复] 该段内容与第1段的部分性能指标（响应时间）重复，且“单用户单次”与“支持多用户同时”的表述逻辑在同一段略显混杂，应归类合并。,考虑到功能模块的划分，这部分内容最好与第1、2段的检索/问答性能指标进行整合，避免在不同位置重复描述相同的“响应时间”性能。如果必须在此处独立列出，建议表述更精,- 性能：单用户单次检索响应时间≤1秒，问答响应时间≤3秒，
