Key,P,类型,问题,修改建议,位置
reports-055,P0,段落缺批注,"段落缺少批注: ""【条件】：已部署私有化大模型环境，用户已安装office word与wps办公软件；需提前准备好文档主题、框架参考文档（""",为该段落添加批注说明,【条件】：已部署私有化大模型环境，用户已安装office w
reports-056,P0,段落缺批注,"段落缺少批注: ""【输入】：用户提供的文档主题、框架参考文档、内容参考文档（指定知识库/上传文档，上传文档支持常见格式，如：doc、doc""",为该段落添加批注说明,【输入】：用户提供的文档主题、框架参考文档、内容参考文档（指
reports-057,P0,段落缺批注,"段落缺少批注: ""【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境配置，自动生成符合模板框架、格式规范的docx文档内容；支持""",为该段落添加批注说明,【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境
reports-058,P0,段落缺批注,"段落缺少批注: ""【输出】：符合模板格式规范、内容贴合参考资料及用户需求的docx文档，内容片段附带溯源批注；文档生成位置可按需选择（现有""",为该段落添加批注说明,【输出】：符合模板格式规范、内容贴合参考资料及用户需求的do
reports-059,P0,段落缺批注,"段落缺少批注: ""【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复正常办公界面后，用户可选择继续生成、暂停生成或终止生成；生成""",为该段落添加批注说明,【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复
reports-060,P0,段落缺批注,"段落缺少批注: ""一、性能约束（必须符合）""",为该段落添加批注说明,一、性能约束（必须符合）
reports-061,P0,段落缺批注,"段落缺少批注: ""- 文档生成响应时延≤3s，单文档生成总时长≤300s（单文档篇幅≤50页）。""",为该段落添加批注说明,- 文档生成响应时延≤3s，单文档生成总时长≤300s（单文
reports-062,P0,段落缺批注,"段落缺少批注: ""- 参考文档解析成功率≥99%，支持格式（doc、docx、txt、pdf、xlsx、ppt、图片等）兼容率100%。""",为该段落添加批注说明,- 参考文档解析成功率≥99%，支持格式（doc、docx、
reports-063,P0,段落缺批注,"段落缺少批注: ""- 光标处插入生成时延≤2s，预览刷新时延≤1s，无卡顿。""",为该段落添加批注说明,- 光标处插入生成时延≤2s，预览刷新时延≤1s，无卡顿。
reports-064,P0,段落缺批注,"段落缺少批注: ""- 溯源批注生成准确率100%，插入位置准确率95%。""",为该段落添加批注说明,- 溯源批注生成准确率100%，插入位置准确率95%。
reports-065,P0,段落缺批注,"段落缺少批注: ""二、可靠性约束（必须符合）""",为该段落添加批注说明,二、可靠性约束（必须符合）
reports-066,P0,段落缺批注,"段落缺少批注: ""- 生成文档框架与给定模板一致性100%，无格式错乱、缺失。""",为该段落添加批注说明,- 生成文档框架与给定模板一致性100%，无格式错乱、缺失。
reports-067,P0,段落缺批注,"段落缺少批注: ""- 生成内容贴合参考资料及主题，生成结果相关性≥95%。""",为该段落添加批注说明,- 生成内容贴合参考资料及主题，生成结果相关性≥95%。
reports-068,P0,段落缺批注,"段落缺少批注: ""- 文档下载、插入WPS/WORD成功率100%，无文件损坏。""",为该段落添加批注说明,- 文档下载、插入WPS/WORD成功率100%，无文件损坏
reports-069,P0,段落缺批注,"段落缺少批注: ""- 私有化环境下连续生成50份文档无崩溃、无异常退出。""",为该段落添加批注说明,- 私有化环境下连续生成50份文档无崩溃、无异常退出。
reports-070,P0,段落缺批注,"段落缺少批注: ""- 软件切换、卡顿恢复后，生成进度可续接，无内容丢失。""",为该段落添加批注说明,- 软件切换、卡顿恢复后，生成进度可续接，无内容丢失。
reports-071,P0,段落缺批注,"段落缺少批注: ""- 暂停/终止生成后，不残留异常文件，不占用超额系统资源。""",为该段落添加批注说明,- 暂停/终止生成后，不残留异常文件，不占用超额系统资源。
reports-072,P0,段落缺批注,"段落缺少批注: ""三、可服务性约束（必须符合）""",为该段落添加批注说明,三、可服务性约束（必须符合）
reports-073,P0,段落缺批注,"段落缺少批注: ""- 生成异常（解析失败、卡顿等）即时提示原因，故障定位≤3s。""",为该段落添加批注说明,- 生成异常（解析失败、卡顿等）即时提示原因，故障定位≤3s
reports-074,P0,段落缺批注,"段落缺少批注: ""- 模型参数调整即时生效，无延迟，配置可保存复用。""",为该段落添加批注说明,- 模型参数调整即时生效，无延迟，配置可保存复用。
reports-075,P0,段落缺批注,"段落缺少批注: ""- 支持生成历史查看、下载、删除。""",为该段落添加批注说明,- 支持生成历史查看、下载、删除。
reports-076,P0,段落缺批注,"段落缺少批注: ""- 必须兼容国内主流开源大模型（如QWEN3-32b、Deepseek32b），模型适配成功率100%。""",为该段落添加批注说明,- 必须兼容国内主流开源大模型（如QWEN3-32b、Dee
reports-077,P0,段落缺批注,"段落缺少批注: ""【应用场景】项目组成员在撰写项目报告、方案、技术文档等项目文档时，需从企业知识库中复用已有合规内容片段（章节、图片、表格""",为该段落添加批注说明,【应用场景】项目组成员在撰写项目报告、方案、技术文档等项目文
reports-078,P0,段落缺批注,"段落缺少批注: ""【利益相关者/执行人员】项目组成员、知识库管理员、文档库管理员。""",为该段落添加批注说明,【利益相关者/执行人员】项目组成员、知识库管理员、文档库管理
reports-079,P0,段落缺批注,"段落缺少批注: ""【条件】""",为该段落添加批注说明,【条件】
reports-080,P0,段落缺批注,"段落缺少批注: ""【输入】""",为该段落添加批注说明,【输入】
reports-081,P0,段落缺批注,"段落缺少批注: ""【做什么，程度/效果/反馈】""",为该段落添加批注说明,【做什么，程度/效果/反馈】
reports-082,P0,段落缺批注,"段落缺少批注: ""【输出】""",为该段落添加批注说明,【输出】
reports-083,P0,段落缺批注,"段落缺少批注: ""【外界反应】""",为该段落添加批注说明,【外界反应】
reports-084,P0,段落缺批注,"段落缺少批注: ""一、性能约束""",为该段落添加批注说明,一、性能约束
reports-085,P0,段落缺批注,"段落缺少批注: ""二、可靠性约束""",为该段落添加批注说明,二、可靠性约束
reports-086,P0,段落缺批注,"段落缺少批注: ""三、可服务性约束""",为该段落添加批注说明,三、可服务性约束
reports-087,P0,段落缺批注,"段落缺少批注: ""乙方开发的所有模块，需支持数据库高可用部署，采用主从架构，确保主库故障时，从库可快速切换，不影响模块正常运行；模块服务需""",为该段落添加批注说明,乙方开发的所有模块，需支持数据库高可用部署，采用主从架构，确
reports-088,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需确保数据不丢失，数据库需配置定时备份机制，支持定时备份，备份数据可正常恢复，备份过程不影响模块正常运行；模""",为该段落添加批注说明,乙方开发模块需确保数据不丢失，数据库需配置定时备份机制，支持
reports-089,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需具备良好的可扩展性，模块架构设计需遵循模块化、解耦原则，各功能模块独立封装，接口标准化，支持后续新增功能、""",为该段落添加批注说明,乙方开发模块需具备良好的可扩展性，模块架构设计需遵循模块化、
reports-090,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需完善日志体系，包含操作日志、系统日志、错误日志三大类，日志需规范、详细，可追溯；操作日志需记录所有对模块的""",为该段落添加批注说明,乙方开发模块需完善日志体系，包含操作日志、系统日志、错误日志
reports-091,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需支持非容器部署，可在以下Linux操作系统上正常安装、运行，无需修改代码或进行额外配置：Ubuntu（20""",为该段落添加批注说明,乙方开发模块需支持非容器部署，可在以下Linux操作系统上正
reports-092,P2,标点,[标点] 段落中使用了英文分号 '；' 和破折号 '——' 来连接句子和表示补充说明，不符合中文正式的标点规范，且导致句子冗长。,"建议将英文分号 '；' 改为中文分号 '；'，并调整句子结构使表述更清晰，可将破折号改为括号或调整句式。例如：""需提前准备好文档主题、框架参考文档（模板）及内容",【条件】：已部署私有化大模型环境，用户已安装office w
reports-093,P4,通顺性,[通顺性] 句子较长，结构和信息密度过大，造成阅读和理解困难。例如，'支持在用户已打开的office word与wps文档光标停留位置生成' 表述略显拗口。,"建议拆分为更短的句子，使逻辑更清晰。例如：""大模型根据输入信息和私有化环境配置，自动生成符合模板框架和格式规范的docx文档内容。支持在用户已打开的Office",【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境
reports-094,P2,语病,[语病] '用户可选择继续生成、暂停生成或终止生成' 与后文的 '生成内容经用户确认接受后，可直接在office word与wps文档中插入也可以支持预览、下载,"建议理清逻辑并调整表述。例如：""用户恢复正常办公界面后，可选择继续、暂停或终止生成。生成内容经用户确认接受后，可直接插入到Office Word或WPS文档中，",【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复
reports-095,P2,标点,[标点] 括号内的内容用于解释用户类型，但中间使用了顿号（、），而括号前的“企业用户”和括号内容应是一个整体。顿号的使用使得括号内容像是并列项，与原文有歧义。更,修改为：“个人用户、企业用户（知识提供人与知识管理员）、系统管理员（负责数据迁移与日志审计）”。或者为了更清晰，可以改为：“包括个人用户、企业用户（如知识提供人,个人用户、企业用户（如知识提供人、知识管理员）、系统管理员（
reports-096,P3,口语化,[口语化] “通知相应用户或管理员”中的“相应”是一个口语化或非精确的表达，在正式文档中，“相应”通常指“对应的”，但这里可以更明确。虽然不是严重的口语问题，但,修改为：“……生成记录，并向相关用户或管理员发送通知。”,敏感信息预警/隔离记录：对被隔离的敏感文件或内容生成记录，通
reports-097,P3,重复,[重复] “解析准确率与敏感识别率达标时”中的“达标”和“解析质量不足或误报率高”在逻辑上是正反两面，但“解析质量不足”与“解析准确率低”意思有重叠。句子表达略,可以优化句式，使其更紧凑。例如：“若解析准确率与敏感信息识别率高，用户对自动化工具的信任度则强；反之，则需优化相关算法及词库。”,当解析准确率与敏感识别率达标时，用户对自动化工具的信任度增强
reports-098,P4,通顺性,[通顺性] “（所停留界面、或所选择文档夹、或所打开文档下、跨文件夹或文件）”这部分描述作为“指定知识库”的补充说明，括号内的并列项结构不平行，且“所停留界面”,建议重新组织括号内的内容，使其逻辑清晰。例如：“（可以是当前停留的界面、选定的文件夹、打开的文档所在位置，或是跨文件夹/文件的指定范围）”。另外，“文档夹”应为,【输入】检索关键词、指定知识库（所停留界面、或所选择文档夹、
reports-099,P3,重复,[重复] 连续出现了两次“需”字，略显啰嗦。,将“乙方开发模块需具备…模块架构设计需遵循…”修改为“乙方开发模块需具备良好的可扩展性，其架构设计应遵循…”或调整句式以避免重复。,乙方开发模块需具备良好的可扩展性，模块架构设计需遵循模块化、
reports-100,P2,标点,[标点] 部分分号（；）使用过多，导致句子结构不清晰，特别是“便于排查问题”与前面内容用分号连接可能不准确，应视为另一层并列关系。,建议优化为：“模块需提供清晰的部署文档、配置文档、接口文档，以便我方后续维护和排查问题。”，可酌情将部分分号换为句号。,乙方开发模块需完善日志体系，包含操作日志、系统日志、错误日志
reports-101,P2,标点,[标点] 分号（；）使用不当。该段落中用于连接多个要点的标点为逗号（，），而非分号。分号通常用于分隔关系较松散或并列出各项的子句或内容。,将描述不同功能要点的分号（；）全部替换为逗号（，）。此外，“需要参考 prompt-optimizer”中的“prompt-optimizer”建议加引号以明确,【做什么，程度/效果/反馈】用户可通过关键词、指定知识库、划
reports-102,P3,口语化,[口语化] “快速定位”带有一定口语色彩，在正式文档中可优化为更书面、严谨的表达。,将“快速定位”修改为“高效获取”或“快速查找到”。“可追溯”在此处略显口语化，可调整为“可溯源”或“具备溯源能力”。,【外界反应】用户可快速定位所需知识，无需手动翻阅大量文档，问
reports-103,P2,标点,[标点] 列表中各项之间使用了顿号（、），但列表项为名词性短语且关系并列，使用顿号可以。但“企业管理员、个人用户、企业员工。”中的“企业员工”与前两者有包含或部,重新审视利益相关者分类的逻辑清晰度。若为并列列举，可保持顿号，但建议调整表述以避免逻辑重叠，例如改为“企业管理员、核心业务用户（员工）、个人用户”。,【利益相关者/执行人员】企业管理员、个人用户、企业员工。
reports-104,P2,语病,[语病] 句子成分不完整或存在重复表述。“企业管理员拥有权限管控权限”中的“权限管控权限”叠词，且“管控”与“权限”搭配后语义略显重复。,改为“企业管理员拥有系统权限管理权限”或更简洁的“企业管理员负责权限管理”。同时，两个分句结构可以调整得更平衡，例如：“前提条件是用户已登录系统，其中企业管理员,【条件】用户已登录系统，企业管理员拥有权限管控权限，个人用户
reports-105,P2,标点,[标点] 项目符号“-”后直接跟正文，在中文文档中，通常建议使用更正式的编号或项目符号格式（如“1.”、“•”等），且“-”与正文间宜有一空格。,将项目符号“-”替换为更规范的格式，例如“•”或数字编号，并在符号后添加一个空格。例如：“• 性能：支持单个文件最大1G，……”,- 性能：支持单个文件最大1G，单次批量导入文件数量≤100
reports-106,P4,通顺性,[通顺性] 句子较长，逻辑关系可以更清晰。“解析过程中无文件损坏、内容丢失”的表述可更精确。,将长句拆分并优化表达，例如：“可靠性方面：导入时若网络中断，重连后可断点续传，不重复导入已完成部分；解析过程需保证文件完好、内容无损，解析结果与原文的一致率需≥,- 可靠性：导入过程中网络中断，重新连接后可继续导入，不重复
reports-107,P3,口语化,[口语化] “便于核对导入内容”中的“便于”稍显口语化，在技术文档中可使用更中性的表达。,将“便于核对导入内容”修改为“以便于用户核对导入内容”，或更正式的“以支持导入内容的核对工作”。,- 可服务性：支持导入/解析失败排查指引，提供常见问题解决方
reports-108,P4,通顺性,[通顺性] 句子过于简短且表述绝对化，缺乏上下文连接。“无遗漏，覆盖率100%”是效果描述，但作为独立条目略显突兀。,建议将其与前一条“可服务性”合并或为其添加上下文。例如，作为“可服务性”或“可靠性”的子项：“确保文件数据迁移的完整性，实现无遗漏且覆盖率达到100%。”,- 文件数据迁移无遗漏，覆盖率100%。
reports-109,P2,标点,[标点] 括号内的说明“≥1000人在线，≥50人并发问答”使用了中文全角括号（）和数学符号≥，中文文档中数学符号和单位建议使用全角格式以保持统一，或采用更书面,将括号及内容调整为更符合中文排版习惯的格式，例如：“支持多用户同时操作（在线用户数≥1000，并发问答用户数≥50）”。或者，直接使用文字描述：“支持不低于10,- 性能：单用户单次检索响应时间≤1秒，问答响应时间≤3秒，
