Key,P,类型,问题,修改建议,位置
reports-055,P0,段落缺批注,"段落缺少批注: ""【条件】：已部署私有化大模型环境，用户已安装office word与wps办公软件；需提前准备好文档主题、框架参考文档（""",为该段落添加批注说明,【条件】：已部署私有化大模型环境，用户已安装office w
reports-056,P0,段落缺批注,"段落缺少批注: ""【输入】：用户提供的文档主题、框架参考文档、内容参考文档（指定知识库/上传文档，上传文档支持常见格式，如：doc、doc""",为该段落添加批注说明,【输入】：用户提供的文档主题、框架参考文档、内容参考文档（指
reports-057,P0,段落缺批注,"段落缺少批注: ""【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境配置，自动生成符合模板框架、格式规范的docx文档内容；支持""",为该段落添加批注说明,【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境
reports-058,P0,段落缺批注,"段落缺少批注: ""【输出】：符合模板格式规范、内容贴合参考资料及用户需求的docx文档，内容片段附带溯源批注；文档生成位置可按需选择（现有""",为该段落添加批注说明,【输出】：符合模板格式规范、内容贴合参考资料及用户需求的do
reports-059,P0,段落缺批注,"段落缺少批注: ""【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复正常办公界面后，用户可选择继续生成、暂停生成或终止生成；生成""",为该段落添加批注说明,【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复
reports-060,P0,段落缺批注,"段落缺少批注: ""一、性能约束（必须符合）""",为该段落添加批注说明,一、性能约束（必须符合）
reports-061,P0,段落缺批注,"段落缺少批注: ""- 文档生成响应时延≤3s，单文档生成总时长≤300s（单文档篇幅≤50页）。""",为该段落添加批注说明,- 文档生成响应时延≤3s，单文档生成总时长≤300s（单文
reports-062,P0,段落缺批注,"段落缺少批注: ""- 参考文档解析成功率≥99%，支持格式（doc、docx、txt、pdf、xlsx、ppt、图片等）兼容率100%。""",为该段落添加批注说明,- 参考文档解析成功率≥99%，支持格式（doc、docx、
reports-063,P0,段落缺批注,"段落缺少批注: ""- 光标处插入生成时延≤2s，预览刷新时延≤1s，无卡顿。""",为该段落添加批注说明,- 光标处插入生成时延≤2s，预览刷新时延≤1s，无卡顿。
reports-064,P0,段落缺批注,"段落缺少批注: ""- 溯源批注生成准确率100%，插入位置准确率95%。""",为该段落添加批注说明,- 溯源批注生成准确率100%，插入位置准确率95%。
reports-065,P0,段落缺批注,"段落缺少批注: ""二、可靠性约束（必须符合）""",为该段落添加批注说明,二、可靠性约束（必须符合）
reports-066,P0,段落缺批注,"段落缺少批注: ""- 生成文档框架与给定模板一致性100%，无格式错乱、缺失。""",为该段落添加批注说明,- 生成文档框架与给定模板一致性100%，无格式错乱、缺失。
reports-067,P0,段落缺批注,"段落缺少批注: ""- 生成内容贴合参考资料及主题，生成结果相关性≥95%。""",为该段落添加批注说明,- 生成内容贴合参考资料及主题，生成结果相关性≥95%。
reports-068,P0,段落缺批注,"段落缺少批注: ""- 文档下载、插入WPS/WORD成功率100%，无文件损坏。""",为该段落添加批注说明,- 文档下载、插入WPS/WORD成功率100%，无文件损坏
reports-069,P0,段落缺批注,"段落缺少批注: ""- 私有化环境下连续生成50份文档无崩溃、无异常退出。""",为该段落添加批注说明,- 私有化环境下连续生成50份文档无崩溃、无异常退出。
reports-070,P0,段落缺批注,"段落缺少批注: ""- 软件切换、卡顿恢复后，生成进度可续接，无内容丢失。""",为该段落添加批注说明,- 软件切换、卡顿恢复后，生成进度可续接，无内容丢失。
reports-071,P0,段落缺批注,"段落缺少批注: ""- 暂停/终止生成后，不残留异常文件，不占用超额系统资源。""",为该段落添加批注说明,- 暂停/终止生成后，不残留异常文件，不占用超额系统资源。
reports-072,P0,段落缺批注,"段落缺少批注: ""三、可服务性约束（必须符合）""",为该段落添加批注说明,三、可服务性约束（必须符合）
reports-073,P0,段落缺批注,"段落缺少批注: ""- 生成异常（解析失败、卡顿等）即时提示原因，故障定位≤3s。""",为该段落添加批注说明,- 生成异常（解析失败、卡顿等）即时提示原因，故障定位≤3s
reports-074,P0,段落缺批注,"段落缺少批注: ""- 模型参数调整即时生效，无延迟，配置可保存复用。""",为该段落添加批注说明,- 模型参数调整即时生效，无延迟，配置可保存复用。
reports-075,P0,段落缺批注,"段落缺少批注: ""- 支持生成历史查看、下载、删除。""",为该段落添加批注说明,- 支持生成历史查看、下载、删除。
reports-076,P0,段落缺批注,"段落缺少批注: ""- 必须兼容国内主流开源大模型（如QWEN3-32b、Deepseek32b），模型适配成功率100%。""",为该段落添加批注说明,- 必须兼容国内主流开源大模型（如QWEN3-32b、Dee
reports-077,P0,段落缺批注,"段落缺少批注: ""【应用场景】项目组成员在撰写项目报告、方案、技术文档等项目文档时，需从企业知识库中复用已有合规内容片段（章节、图片、表格""",为该段落添加批注说明,【应用场景】项目组成员在撰写项目报告、方案、技术文档等项目文
reports-078,P0,段落缺批注,"段落缺少批注: ""【利益相关者/执行人员】项目组成员、知识库管理员、文档库管理员。""",为该段落添加批注说明,【利益相关者/执行人员】项目组成员、知识库管理员、文档库管理
reports-079,P0,段落缺批注,"段落缺少批注: ""【条件】""",为该段落添加批注说明,【条件】
reports-080,P0,段落缺批注,"段落缺少批注: ""【输入】""",为该段落添加批注说明,【输入】
reports-081,P0,段落缺批注,"段落缺少批注: ""【做什么，程度/效果/反馈】""",为该段落添加批注说明,【做什么，程度/效果/反馈】
reports-082,P0,段落缺批注,"段落缺少批注: ""【输出】""",为该段落添加批注说明,【输出】
reports-083,P0,段落缺批注,"段落缺少批注: ""【外界反应】""",为该段落添加批注说明,【外界反应】
reports-084,P0,段落缺批注,"段落缺少批注: ""一、性能约束""",为该段落添加批注说明,一、性能约束
reports-085,P0,段落缺批注,"段落缺少批注: ""二、可靠性约束""",为该段落添加批注说明,二、可靠性约束
reports-086,P0,段落缺批注,"段落缺少批注: ""三、可服务性约束""",为该段落添加批注说明,三、可服务性约束
reports-087,P0,段落缺批注,"段落缺少批注: ""乙方开发的所有模块，需支持数据库高可用部署，采用主从架构，确保主库故障时，从库可快速切换，不影响模块正常运行；模块服务需""",为该段落添加批注说明,乙方开发的所有模块，需支持数据库高可用部署，采用主从架构，确
reports-088,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需确保数据不丢失，数据库需配置定时备份机制，支持定时备份，备份数据可正常恢复，备份过程不影响模块正常运行；模""",为该段落添加批注说明,乙方开发模块需确保数据不丢失，数据库需配置定时备份机制，支持
reports-089,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需具备良好的可扩展性，模块架构设计需遵循模块化、解耦原则，各功能模块独立封装，接口标准化，支持后续新增功能、""",为该段落添加批注说明,乙方开发模块需具备良好的可扩展性，模块架构设计需遵循模块化、
reports-090,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需完善日志体系，包含操作日志、系统日志、错误日志三大类，日志需规范、详细，可追溯；操作日志需记录所有对模块的""",为该段落添加批注说明,乙方开发模块需完善日志体系，包含操作日志、系统日志、错误日志
reports-091,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需支持非容器部署，可在以下Linux操作系统上正常安装、运行，无需修改代码或进行额外配置：Ubuntu（20""",为该段落添加批注说明,乙方开发模块需支持非容器部署，可在以下Linux操作系统上正
reports-092,P2,标点,[标点] 段落中使用了英文分号“;”，不符合中文标点使用规范。,建议将英文分号“;”替换为中文分号“；”。,【做什么，程度/效果/反馈】用户可通过关键词、指定知识库、划
reports-093,P3,口语化,[口语化] 段落中使用了口语化表达“需要...”。,建议将“需要提供会话历史记录”和“需要根据附件类型”中的“需要”调整为更正式的表述，例如改为“应提供会话历史记录”、“需依据附件类型”。,【做什么，程度/效果/反馈】用户可通过关键词、指定知识库、划
reports-094,P4,通顺性,[通顺性] 部分句子成分复杂且较长，可读性有提升空间。如“需要根据附件类型和问答意图，自动路由文本大模型/多模态模型”表述不够清晰。,建议调整语序以增强逻辑性，例如：“系统需依据附件类型和问答意图，自动将任务路由至文本大模型或多模态模型。”,【做什么，程度/效果/反馈】用户可通过关键词、指定知识库、划
reports-095,P2,语病,[语病] 句子结构不完整且有歧义。“企业管理员拥有权限管控权限，个人用户拥有个人知识库管理权限”中重复使用“权限”，表述不够清晰。,建议修改为：“用户已登录系统，企业管理员拥有权限管理的权限，个人用户则拥有管理其个人知识库的权限。”,【条件】用户已登录系统，企业管理员拥有权限管控权限，个人用户
reports-096,P4,通顺性,[通顺性] “隐私设置指令（个人知识库私有/共享）”中，括号内的说明不完整，未能完整清晰地解释指令类型。,建议将括号内容补充为完整说明，例如：“隐私设置指令（用于设定个人知识库为私有或共享状态）”。,【输入】权限配置指令（选择用户/部门、设置权限等级）、敏感信
reports-097,P4,通顺性,[通顺性] 项目符号“-”后的句子“多文件同时解析不影响系统正常操作”与前面内容并列关系不清晰。,建议明确其与前文的逻辑关系，例如：“在满足上述性能指标的基础上，还需支持多文件同时解析而不影响系统正常操作。”或将整句整合到前面性能描述中。,- 性能：支持单个文件最大1G，单次批量导入文件数量≤100
reports-098,P4,通顺性,[通顺性] 句子“文件数据迁移无遗漏，覆盖率100%”过于绝对化且缺乏上下文，作为独立段落意义不完整。,建议明确其所属的检查项（如可靠性或性能），并与前文关联，例如：“在可靠性方面，需确保文件数据迁移无遗漏，覆盖率100%。”,- 文件数据迁移无遗漏，覆盖率100%。
reports-099,P4,通顺性,[通顺性] “知识的零整理归档”表述略显生硬，不够通顺。,建议修改为“实现知识无需（或‘免于’）整理即可归档与安全管控”，或直接说“实现知识的快速归档与安全管控”。,企业及个人用户需将本地或系统内分散的文档（包括但不限于Off
reports-100,P2,标点,[标点] 括号内的列举使用了顿号，但括号前已用破折号“——”引导，括号内的顿号使用略显不当，建议统一表述。,建议修改为“——解析功能开关（如是否启用摘要生成、关键词标签提取、思维导图生成等）。”或“——解析功能开关：是否启用摘要、关键词标签、思维导图生成。”,——解析功能开关（是否启用摘要、关键词标签、思维导图生成）。
reports-101,P4,通顺性,[通顺性] “当解析准确率与敏感识别率达标时，用户对自动化工具的信任度增强。反之，若解析质量不足或误报率高，需优化解析算法及敏感词库。”后半句“需优化”缺少主语,建议修改为“反之，若解析质量不足或误报率高，则系统需优化解析算法及敏感词库。”或“反之，若解析质量不足或误报率高，用户信任度会降低，此时需优化解析算法及敏感词库,当解析准确率与敏感识别率达标时，用户对自动化工具的信任度增强
reports-102,P4,通顺性,[通顺性] “企业用户需查找企业内部知识，且只能查看自身权限范围内的内容，实现高效获取知识、解决疑问。”句末“实现...”与前面内容的衔接不够紧密。,建议修改为“企业用户需要查找内部知识，且检索结果仅限于其权限范围，以此高效获取知识、解决问题。”或“企业用户需要查找内部知识且只能查看权限范围内的内容，从而实现,【应用场景】个人用户需快速查找个人知识库中的知识，或结合全网
reports-103,P4,通顺性,[通顺性] 网络连接正常（全网检索需联网，私有检索可离线）的表述不够简洁明确。,建议修改为“网络连接正常（进行全网检索时需确保联网，私有检索可离线进行）。”或简化为“网络连接状态符合检索模式要求。”,【条件】用户已登录系统，拥有对应知识检索/问答权限，知识库已
reports-104,P3,重复,[重复] 第2段中，“便于排查问题”与“便于我方后续维护、排查问题”中的“排查问题”有重复。,建议将‘便于我方后续维护、排查问题’简化为‘便于我方后续维护与问题排查’，使表达更紧凑。修改为：模块需提供清晰的部署文档、配置文档、接口文档，便于我方后续维护与,乙方开发模块需完善日志体系，包含操作日志、系统日志、错误日志
reports-105,P4,通顺性,[通顺性] 句子结构不自然，'不导入个人终端设备上的文档即可自动索引和检索个人知识'逻辑关系表达不清晰，有些拗口。,建议修改为：用户授权后，系统无需导入个人终端设备上的文档，即可自动对个人知识进行索引与检索。,- 经用户授权后，不导入个人终端设备上的文档即可自动索引和检
reports-106,P2,语病,[语病] 短语'涵盖日常办公文书、专业报告、业务文档等各类需严格遵循模板格式的文档创作场景'中，'文档创作场景'作为'涵盖'的宾语中心语，与其前的'日常办公文书,建议将二者分开表述。例如：……快速生成符合格式规范的docx文档。其适用范围涵盖各类需严格遵循模板的文档创作场景，如日常办公文书、专业报告、业务文档等。,【应用场景】：适用于私有化部署大模型的办公场景，用户需基于指
reports-107,P2,标点,[标点] 长句中使用连接号和分号的层次不清晰。'——前述为必填'和'——后述为非必填'之间的解释部分，用连接号与主句连接显得突兀。,建议修改标点，使层次更分明。例如：【条件】：已部署私有化大模型环境，且用户已安装 Office Word 或 WPS 办公软件。需提前准备以下要素：文档主题、框,【条件】：已部署私有化大模型环境，用户已安装office w
reports-108,P3,重复,[重复] 表述存在冗余。'也可在生成后可支持用户预览、下载为WORD'与前面'支持在用户已打开的office word与wps文档光标停留位置生成'衔接不畅，且,建议精简并整合，可将该部分修改为：……也可直接生成可供用户预览、下载的WORD文件。,【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境
reports-109,P4,通顺性,[通顺性] 句子较长，成分较多，流畅度略差。'插入也可以支持预览、下载为word'结构别扭，'文文一致性'表述不专业。,建议调整语序并优化表述。例如：……生成内容经用户确认接受后，可直接插入到当前 Office Word 或 WPS 文档中，也可预览或下载为WORD文件。溯源批注,【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复
reports-110,P3,口语化,[口语化] 段落中使用了口语化表达”，口语化表达如“不残留”、“占用超额”在正式技术文档中不够规范严谨。,“暂停/终止生成后，不残留异常文件，不占用超额系统资源。”建议修改为：“暂停或终止生成流程后，不应产生异常临时文件，且不应占用额外（或超额）的系统资源。”或类似,- 暂停/终止生成后，不残留异常文件，不占用超额系统资源。
reports-111,P3,口语化,[口语化] 段落第一句使用“必须”一词，属于口语化/指令性表达，在客观描述需求的文档（如需求规格说明）中宜使用更客观的表述。,“必须兼容国内主流开源大模型（如QWEN3-32b、Deepseek32b），模型适配成功率100%。”建议修改为：“应兼容国内主流开源大模型（例如QWEN3-,- 必须兼容国内主流开源大模型（如QWEN3-32b、Dee
reports-112,P3,重复,[重复] 本段内容较长，在结构上多次重复使用“需”字开头来描述技术架构要求，句式略显单调。虽然“重复”问题不明显，但从提升语言流畅度角度可稍作优化。,可以考虑调整部分句子结构，合并或重组部分内容，打破单一“需...”的句式。例如将开头改为：“乙方开发的所有模块需支持高可用部署，具体要求如下：数据库层面采用主从,乙方开发的所有模块，需支持数据库高可用部署，采用主从架构，确
reports-113,P4,通顺性,[通顺性] 第一句“乙方开发模块需确保数据不丢失，数据库需配置定时备份机制，支持定时备份，备份数据可正常恢复，备份过程不影响模块正常运行；”中，短语“支持定时备,建议将重复部分简化。可修改为：“乙方开发模块需确保数据不丢失，数据库需配置并执行定时备份机制，且备份数据可正常恢复，备份过程不影响模块正常运行；”或将“支持定时,乙方开发模块需确保数据不丢失，数据库需配置定时备份机制，支持
