Key,P,类型,问题,修改建议,位置
reports-055,P0,段落缺批注,"段落缺少批注: ""【条件】：已部署私有化大模型环境，用户已安装office word与wps办公软件；需提前准备好文档主题、框架参考文档（""",为该段落添加批注说明,【条件】：已部署私有化大模型环境，用户已安装office w
reports-056,P0,段落缺批注,"段落缺少批注: ""【输入】：用户提供的文档主题、框架参考文档、内容参考文档（指定知识库/上传文档，上传文档支持常见格式，如：doc、doc""",为该段落添加批注说明,【输入】：用户提供的文档主题、框架参考文档、内容参考文档（指
reports-057,P0,段落缺批注,"段落缺少批注: ""【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境配置，自动生成符合模板框架、格式规范的docx文档内容；支持""",为该段落添加批注说明,【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境
reports-058,P0,段落缺批注,"段落缺少批注: ""【输出】：符合模板格式规范、内容贴合参考资料及用户需求的docx文档，内容片段附带溯源批注；文档生成位置可按需选择（现有""",为该段落添加批注说明,【输出】：符合模板格式规范、内容贴合参考资料及用户需求的do
reports-059,P0,段落缺批注,"段落缺少批注: ""【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复正常办公界面后，用户可选择继续生成、暂停生成或终止生成；生成""",为该段落添加批注说明,【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复
reports-060,P0,段落缺批注,"段落缺少批注: ""一、性能约束（必须符合）""",为该段落添加批注说明,一、性能约束（必须符合）
reports-061,P0,段落缺批注,"段落缺少批注: ""- 文档生成响应时延≤3s，单文档生成总时长≤300s（单文档篇幅≤50页）。""",为该段落添加批注说明,- 文档生成响应时延≤3s，单文档生成总时长≤300s（单文
reports-062,P0,段落缺批注,"段落缺少批注: ""- 参考文档解析成功率≥99%，支持格式（doc、docx、txt、pdf、xlsx、ppt、图片等）兼容率100%。""",为该段落添加批注说明,- 参考文档解析成功率≥99%，支持格式（doc、docx、
reports-063,P0,段落缺批注,"段落缺少批注: ""- 光标处插入生成时延≤2s，预览刷新时延≤1s，无卡顿。""",为该段落添加批注说明,- 光标处插入生成时延≤2s，预览刷新时延≤1s，无卡顿。
reports-064,P0,段落缺批注,"段落缺少批注: ""- 溯源批注生成准确率100%，插入位置准确率95%。""",为该段落添加批注说明,- 溯源批注生成准确率100%，插入位置准确率95%。
reports-065,P0,段落缺批注,"段落缺少批注: ""二、可靠性约束（必须符合）""",为该段落添加批注说明,二、可靠性约束（必须符合）
reports-066,P0,段落缺批注,"段落缺少批注: ""- 生成文档框架与给定模板一致性100%，无格式错乱、缺失。""",为该段落添加批注说明,- 生成文档框架与给定模板一致性100%，无格式错乱、缺失。
reports-067,P0,段落缺批注,"段落缺少批注: ""- 生成内容贴合参考资料及主题，生成结果相关性≥95%。""",为该段落添加批注说明,- 生成内容贴合参考资料及主题，生成结果相关性≥95%。
reports-068,P0,段落缺批注,"段落缺少批注: ""- 文档下载、插入WPS/WORD成功率100%，无文件损坏。""",为该段落添加批注说明,- 文档下载、插入WPS/WORD成功率100%，无文件损坏
reports-069,P0,段落缺批注,"段落缺少批注: ""- 私有化环境下连续生成50份文档无崩溃、无异常退出。""",为该段落添加批注说明,- 私有化环境下连续生成50份文档无崩溃、无异常退出。
reports-070,P0,段落缺批注,"段落缺少批注: ""- 软件切换、卡顿恢复后，生成进度可续接，无内容丢失。""",为该段落添加批注说明,- 软件切换、卡顿恢复后，生成进度可续接，无内容丢失。
reports-071,P0,段落缺批注,"段落缺少批注: ""- 暂停/终止生成后，不残留异常文件，不占用超额系统资源。""",为该段落添加批注说明,- 暂停/终止生成后，不残留异常文件，不占用超额系统资源。
reports-072,P0,段落缺批注,"段落缺少批注: ""三、可服务性约束（必须符合）""",为该段落添加批注说明,三、可服务性约束（必须符合）
reports-073,P0,段落缺批注,"段落缺少批注: ""- 生成异常（解析失败、卡顿等）即时提示原因，故障定位≤3s。""",为该段落添加批注说明,- 生成异常（解析失败、卡顿等）即时提示原因，故障定位≤3s
reports-074,P0,段落缺批注,"段落缺少批注: ""- 模型参数调整即时生效，无延迟，配置可保存复用。""",为该段落添加批注说明,- 模型参数调整即时生效，无延迟，配置可保存复用。
reports-075,P0,段落缺批注,"段落缺少批注: ""- 支持生成历史查看、下载、删除。""",为该段落添加批注说明,- 支持生成历史查看、下载、删除。
reports-076,P0,段落缺批注,"段落缺少批注: ""- 必须兼容国内主流开源大模型（如QWEN3-32b、Deepseek32b），模型适配成功率100%。""",为该段落添加批注说明,- 必须兼容国内主流开源大模型（如QWEN3-32b、Dee
reports-077,P0,段落缺批注,"段落缺少批注: ""【应用场景】项目组成员在撰写项目报告、方案、技术文档等项目文档时，需从企业知识库中复用已有合规内容片段（章节、图片、表格""",为该段落添加批注说明,【应用场景】项目组成员在撰写项目报告、方案、技术文档等项目文
reports-078,P0,段落缺批注,"段落缺少批注: ""【利益相关者/执行人员】项目组成员、知识库管理员、文档库管理员。""",为该段落添加批注说明,【利益相关者/执行人员】项目组成员、知识库管理员、文档库管理
reports-079,P0,段落缺批注,"段落缺少批注: ""【条件】""",为该段落添加批注说明,【条件】
reports-080,P0,段落缺批注,"段落缺少批注: ""【输入】""",为该段落添加批注说明,【输入】
reports-081,P0,段落缺批注,"段落缺少批注: ""【做什么，程度/效果/反馈】""",为该段落添加批注说明,【做什么，程度/效果/反馈】
reports-082,P0,段落缺批注,"段落缺少批注: ""【输出】""",为该段落添加批注说明,【输出】
reports-083,P0,段落缺批注,"段落缺少批注: ""【外界反应】""",为该段落添加批注说明,【外界反应】
reports-084,P0,段落缺批注,"段落缺少批注: ""一、性能约束""",为该段落添加批注说明,一、性能约束
reports-085,P0,段落缺批注,"段落缺少批注: ""二、可靠性约束""",为该段落添加批注说明,二、可靠性约束
reports-086,P0,段落缺批注,"段落缺少批注: ""三、可服务性约束""",为该段落添加批注说明,三、可服务性约束
reports-087,P0,段落缺批注,"段落缺少批注: ""乙方开发的所有模块，需支持数据库高可用部署，采用主从架构，确保主库故障时，从库可快速切换，不影响模块正常运行；模块服务需""",为该段落添加批注说明,乙方开发的所有模块，需支持数据库高可用部署，采用主从架构，确
reports-088,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需确保数据不丢失，数据库需配置定时备份机制，支持定时备份，备份数据可正常恢复，备份过程不影响模块正常运行；模""",为该段落添加批注说明,乙方开发模块需确保数据不丢失，数据库需配置定时备份机制，支持
reports-089,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需具备良好的可扩展性，模块架构设计需遵循模块化、解耦原则，各功能模块独立封装，接口标准化，支持后续新增功能、""",为该段落添加批注说明,乙方开发模块需具备良好的可扩展性，模块架构设计需遵循模块化、
reports-090,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需完善日志体系，包含操作日志、系统日志、错误日志三大类，日志需规范、详细，可追溯；操作日志需记录所有对模块的""",为该段落添加批注说明,乙方开发模块需完善日志体系，包含操作日志、系统日志、错误日志
reports-091,P0,段落缺批注,"段落缺少批注: ""乙方开发模块需支持非容器部署，可在以下Linux操作系统上正常安装、运行，无需修改代码或进行额外配置：Ubuntu（20""",为该段落添加批注说明,乙方开发模块需支持非容器部署，可在以下Linux操作系统上正
reports-092,P3,口语化,[口语化] “显著提升”是常见的口语化评价词汇，在正式文档中可以使用更中性的描述。,建议修改为“用户无需手动整理和转换格式，知识入库效率得以提升。”或类似表达。,用户无需手动整理和转换格式，知识入库效率显著提升。
reports-093,P2,语病,[语病] “或结合全网信息获取精准答案”这一分句缺少主语，与前文的“个人用户”逻辑衔接不顺畅，造成了语病。,建议调整语序或补充主语。例如：“个人用户需快速查找个人知识库中的知识；若需获取更精准答案，亦可结合全网信息进行检索。”,【应用场景】个人用户需快速查找个人知识库中的知识，或结合全网
reports-094,P2,通顺性/标点,[通顺性/标点] “（所停留界面、或所选择文档夹、或所打开文档下、跨文件夹或文件）”这部分说明并列不清，用顿号连接导致语义混乱。“下、跨”与前面的“界面、文件夹,建议重新组织，改为：“（可限定为当前停留界面、所选文件夹、已打开文档的上下文，或进行跨文件夹/文件检索）”或根据实际含义简化表达。,【输入】检索关键词、指定知识库（所停留界面、或所选择文档夹、
reports-095,P3,口语化,[口语化] 使用了强调性口语化词语“必须”，虽然在功能要求中常见，但在正式的指标描述中建议使用更为客观中性的表达。,将“必须”改为“需”或“应”，与上下文风格统一，例如：“需兼容国内主流开源大模型（如QWEN3-32b、Deepseek32b），模型适配成功率100%。”,- 必须兼容国内主流开源大模型（如QWEN3-32b、Dee
reports-096,P4,通顺性,[通顺性] 长句结构稍显臃肿，连续使用多个“项目”略显重复。“需从...中复用已有...”的表达可以考虑调整以使逻辑更清晰。,建议拆分或重组句子，提升流畅度。例如：“【应用场景】项目组成员在撰写项目报告、方案、技术文档时，需从企业知识库中提取并复用已有的合规内容（如章节、图片、表格、公,【应用场景】项目组成员在撰写项目报告、方案、技术文档等项目文
reports-097,P4,通顺性,[通顺性] “多轮追问可连续响应，无答非所问、内容错误情况”中，两个分句之间逻辑关联较弱，句式结构存在微小的不通顺。,建议调整为例如：“支持多轮追问的连续响应，确保回复准确，无答非所问或内容错误的情况。”或“可连续响应多轮追问，且无答非所问、内容错误的情况。”。,- 可靠性：检索/问答过程中系统不崩溃，权限筛选无遗漏（未授
reports-098,P4,通顺性,[通顺性] “支持检索/问答结果反馈”的表述不完全通顺，更常用“支持针对检索或问答结果提交反馈”。,建议将“支持检索/问答结果反馈”修改为“支持对检索/问答结果提交反馈”。,- 可服务性：支持检索/问答结果反馈（如结果不精准可提交反馈
reports-099,P4,通顺性,[通顺性] 句子结构略显生硬，特别是“不导入个人终端设备上的文档即可自动索引和检索个人知识”部分，读起来不够流畅。,建议调整为：“在获得用户授权后，无需导入个人终端设备上的文档，即可自动完成个人知识的索引和检索。”,- 经用户授权后，不导入个人终端设备上的文档即可自动索引和检
reports-100,P4,通顺性,[通顺性] 句子过长，使用了大量破折号分割，结构复杂，影响阅读流畅性。破折号的使用并非规范的中文列举分隔方式。,建议拆分句子，改用列表或更简洁的表述。例如：“【条件】：已部署私有化大模型环境，且用户已安装Office Word与WPS办公软件。用户需提前准备以下必填信息：,【条件】：已部署私有化大模型环境，用户已安装office w
reports-101,P4,通顺性,[通顺性] 段落信息密集，句子冗长，部分表述稍显口语化。例如，“生成过程实时可视化，用户可全程浏览进度及内容”中，“浏览内容”与后文“也可以随时暂停生成”等句之,建议优化句式，使其更整齐流畅。例如：“大模型将基于输入信息和私有化环境配置，自动生成符合模板框架与格式规范的docx文档内容。支持在用户已打开的Office W,【做什么，程度/效果/反馈】：大模型依据输入信息及私有化环境
reports-102,P4,通顺性,[通顺性] “可直接在office word与wps文档中插入也可以支持预览、下载为word”这句话连接词使用不当，导致句子不通顺。“文文一致性”表述不明确。,建议修改为：“生成内容经用户确认接受后，可直接插入至Office Word或WPS的现有文档中，也支持预览或下载为独立的Word文件。附带的溯源批注便于用户核对,【外界反应】：生成过程中若出现软件切换、页面卡顿等情况，恢复
reports-103,P2,语病,[语病] 部分句子成分复杂，可读性有待提高。例如，“反馈检索结果数量、问答溯源提示”中“反馈”作为动词，其宾语（检索结果数量、问答溯源提示）与前文动作“发起”的,建议将长句拆分或重组，使逻辑更清晰。例如，将“需要提供...”与前文整合或独立成条。可将“反馈检索结果数量、问答溯源提示”修改为“并向用户反馈检索结果的数量及问,【做什么，程度/效果/反馈】用户可通过关键词、指定知识库、划
reports-104,P2,标点,[标点] 输出项列表使用了顿号“、”连接，但各条目长度和结构差异较大，使用顿号显得不够清晰，尤其是在“问答答案（含溯源链接）”这样带括号说明的条目后。,"建议将顿号分隔的列表改为分项列举，例如使用项目符号或分行表述，以提升可读性。例如：
- 检索结果列表（按相关性排序）
- 问答答案（含溯源链接）
- 追问入口
",【输出】检索结果列表（按相关性排序）、问答答案（含溯源链接）
reports-105,P4,通顺性,[通顺性] “企业管理员拥有权限管控权限”存在表达重复，“权限管控权限”读起来拗口。,建议修改为“企业管理员拥有权限管理的权限”或更简洁的“企业管理员负责权限管控”。,【条件】用户已登录系统，企业管理员拥有权限管控权限，个人用户
reports-106,P2,标点,[标点] 与段落2类似，输入指令列表使用顿号“、”连接，条目较长且带有括号说明，可读性不强。,建议将顿号分隔的列表改为分项列举，例如使用项目符号或分行表述。,【输入】权限配置指令（选择用户/部门、设置权限等级）、敏感信
reports-107,P4,通顺性,[通顺性] “多文件同时解析不影响系统正常操作”这句话表述较为口语化，不够正式和精确。,建议修改为“支持多文件并发解析，且不影响系统其他正常操作”或“系统在多文件同时解析时仍能保持正常运行”。,- 性能：支持单个文件最大1G，单次批量导入文件数量≤100
reports-108,P4,通顺性,[通顺性] “文件数据迁移无遗漏，覆盖率100%”是一个独立要点，但表述过于简短且像结论，与前三条（性能、可靠性、可服务性）的详细描述风格不一致，略显孤立。,建议将其整合到“可靠性”或作为其子项，或补充更具体的说明，例如：“完整性：确保文件数据迁移过程无遗漏，覆盖率达到100%。”,- 文件数据迁移无遗漏，覆盖率100%。
